smi,True,Pred
['CN([C@H](CC1=CC=C(C=C1)C(F)(F)F)C(=O)NC1=CN=C2C=CC=CC2=C1)C(=O)[C@@H](N)CCC[N+](C)(CCN)CCN'],1.246999979019165,1.2818915843963623
['NCCN(CCN)C(=O)CC[C@H](N)C(=O)N[C@H](CCC1=CC=C(C=C1)C(F)(F)F)C(=O)NC1=C(F)C(F)=CC(=C1)B(O)O'],1.309999942779541,1.5600841045379639
['CCC1=C(C)NC(=O)C(CCN2C(=O)C3=CC=CC=C3C2=O)=C1'],0.7179999947547913,0.7012617588043213
['CC1=C2NC(=O)C3=C(N=CC=C3)N(C3CC3)C2=NC=C1'],0.578000009059906,0.5688402056694031
['COC1=C(C=C(C=C1)C(=O)NC(C)C)C1=NC2=C(C(N(C2=O)C2=C(C)C=CC(Cl)=C2)C2=C(C)C=C(Cl)C=C2)N1C(C)C'],1.2389999628067017,1.2642195224761963
['COC(=O)CCC\\C=C\\C1=CC(C)=C(OC)C(=C1)C(=O)OC'],1.4299999475479126,1.3694998025894165
['CNC1=NC(NC2=CC=CC=C2)=NC2=CC=CC=C12'],0.9269999861717224,1.0429222583770752
['CC1=CC=C(C=C1)C1=CSC(=N1)N(CCCN1C=CN=C1)C(=O)C1=CC=CO1'],1.1349999904632568,1.1125459671020508
['CCC(C)C1=CC=C(C=C1)N(C(C(=O)NC1CCCC1)C1=CN=CC=C1)C(=O)C1=CC=CO1'],1.3200000524520874,1.3305795192718506
['FC(F)(F)[C@]1(OC(=O)NC2=CC=C(Cl)C=C12)C#CC1CC1'],1.2660000324249268,1.2547941207885742
['OC(=O)C1=CC2=C(C=C1)N(C1CCC1)C(=N2)C1=NC=CC=C1'],1.2740000486373901,1.0003612041473389
['CCC(C)(C)NC1=C(N=CC=C1)N(C)C1CCN(CC1)C(=O)C1=CC2=C(N1)C=CC(NS(C)(=O)=O)=C2'],1.305999994277954,1.3845983743667603
['OC1=C(C(=O)N(CC2=CC=CC=C2)C2=NC=CC=C12)C1=NS(=O)(=O)C2=CC=CC(Br)=C2N1'],1.0360000133514404,1.0398330688476562
['FC1=C(C=CC=C1)C(=O)CCNC(=S)NC1=CC=C(Br)C=N1'],0.027000000700354576,0.4550771713256836
['CC1=C(COC2=C(Cl)C=C(CNCCO)C(OCC3=CC(=NC=C3)C#N)=C2)C=CC=C1C1=CC=C2OCCOC2=C1'],1.4259999990463257,1.3933284282684326
['CC1=C(Br)C=C(Br)C2=NC=C(CSCC3=CC=CC=C3)N12'],1.093000054359436,1.0822381973266602
['NCCN(CCN)C(=O)C[C@H](N)C(=O)N[C@@H]([C@@H](F)C1=CC=C(C=C1)C(F)(F)F)C(=O)NC1=CC=C2N=CC=CC2=C1'],1.0829999446868896,1.5516324043273926
['FC(F)(F)[C@@]1(C#CC2CC2)[C@@H](OCC2=CC=CN=C2)C(=O)NC2=C1C=C(Cl)C=C2'],1.312000036239624,1.284151554107666
['CC1=NN(C(=C1CC#N)C1=CC=CC=C1)C1=CC=CC=C1'],1.3029999732971191,0.9581679105758667
['C[N+]1=CC=C(NC2=CC=C(NC(=O)C3=CC(Cl)=C(C=C3)C(=O)NC3=CC=C(NC4=CC=[N+](C)C=C4)C=C3)C=C2)C=C1'],1.3609999418258667,1.4273492097854614
['NCCN(CCN)C(=O)C[C@H](NC(=O)CCC1=CC=CC=C1)C(=O)NC1=CC(=CC=C1)C(F)(F)F'],1.5729999542236328,1.5582530498504639
['CCC1=CC=C(CN2C=NC3=C(N=C(Cl)N=C23)N(C)C)C=C1'],1.4390000104904175,1.4589259624481201
['CC1=C(C=C(O1)C(C)(C)C)C1=NNC(NS(=O)(=O)C2=CC=CS2)=C1'],0.4050000011920929,0.4856169819831848
['CC(C)CSC1=NC(CC2=C(F)C=CC=C2F)=C(C)C(=O)N1'],1.4950000047683716,1.5167137384414673
['C\\C=C\\CN1C(=O)C(=C(O)C2=CC=CC=C12)C1=NS(=O)(=O)C2=C(N1)C=CC=C2'],0.6200000047683716,0.579717755317688
['CCC1=C(C)NC(=O)C(NCC2=NC3=C(O2)C(Cl)=CC=C3Cl)=C1'],0.8999999761581421,0.8669484257698059
['ClC1=CC=CC=C1\\C=C\\C(=O)NC1=CC=C2N=CNC2=C1'],0.6890000104904175,0.7131670117378235
['NC1=C2N=CN(\\C=C3\\CC3(CO)CO)C2=NC=N1'],0.7160000205039978,0.751699686050415
['COC1=CC=C(\\C=C2/SC(=S)N(N)C2=O)C=C1'],1.065999984741211,1.0656254291534424
['FC1=CC=CC(Cl)=C1CCNC(=S)NC1=NC=CS1'],0.4740000069141388,0.4344115960597992
['CC(=O)N1CCC2=C(C1)SC(NC(=O)C1=CC=C(S1)[N+]([O-])=O)=C2C(N)=O'],1.180999994277954,1.0655558109283447
['COC1=CC=CC(NC2=CN=CC=C2NS(=O)(=O)C(F)(F)F)=C1'],0.9070000052452087,0.9058264493942261
['CC1=C2C=CC(=NN2C(CCCCCCC(=O)C2=CC=CC=C2)=N1)N1CCCC1'],1.1519999504089355,1.1408742666244507
['CSC1=NN(C2=C(C(C)=NN2C)[N+]([O-])=O)C(C2=CC=CS2)=C1C#N'],0.4169999957084656,0.6568954086303711
['FC1=CC=CC(F)=C1C(=O)CCNC(=S)NC1=CC=C(Cl)C=N1'],0.32199999690055847,0.3303595280647278
['CC1=CC(C)=C(NCC2=NC3=C(O2)C(Cl)=CC=C3Cl)C(=O)N1'],1.36899995803833,1.3161356449127197
['CSC1=NC(=CC(=O)N1)C(C)C1=C(F)C=CC=C1F'],1.4529999494552612,1.4038677215576172
['CCCCOC1=CC(=CC(C)=C1)S(=O)(=O)C1=C(C#N)C(N)=CC=C1'],1.0290000438690186,1.0409581661224365
['CCC1=C(C)NC(=O)C(NCC2=NC3=C(O2)C(Cl)=CC=C3Cl)=C1'],0.9010000228881836,0.8865772485733032
['COC1=C(C=NC(=N1)N(C)C)C1=NC2=C(C(N(C2=O)C2=CN(C)C(=O)C(Cl)=C2)C2=CC=C(C=C2)[N+]#[C-])N1C(C)C'],0.9319999814033508,0.9531822204589844
['CC1=NC2=CC=C(NC(=O)C3=CC=C4C=CC=CC4=C3)C=C2C(N)=C1'],0.8840000033378601,0.8608489036560059
['CN1CCN(CC1)C1=CC=C(C=C1)C1=NC2=C(COCC2)C(NCCN2CCOCC2)=N1'],1.3359999656677246,1.3718314170837402
['CCN1C2=NC(=CC(C)=C2NC(=O)C2=C1N=CC=C2)N1CCSCC1'],0.38199999928474426,0.40508419275283813
['CCOC(=O)C1=CC=CN1S(=O)(=O)C1=C(N)C=CC(Cl)=C1'],0.9340000152587891,0.960221529006958
['COC1=CC(=CC=C1)C1=NN2C(CC3=C4C=CNC(=O)C4=CC=C3)=NN=C2C=C1'],0.3050000071525574,0.908564567565918
['COC(=O)C1=CC(=CC(Cl)=C1OC)C(=CCCCC=O)C1=CC(Cl)=C(OC)C(=C1)C(=O)OC'],1.2970000505447388,1.2839432954788208
['C[C@@H](O)[C@@H]1[C@H]2[C@@H](C)C(SC3CN[C@@H](C3)C(=O)N(C)C)=C(N2C1=O)C(O)=O'],1.2829999923706055,1.3693363666534424
['COC1=CC=C2N(C)C(=O)C3=C(N=CC=C3)N(C3CC3)C2=N1'],0.5210000276565552,0.512938916683197
['COC1=CC(OC)=C(N\\C(S)=N\\C2=CC=C(NC(=O)C3=CC=CO3)C=C2C#N)C=C1Cl'],0.9710000157356262,1.090864658355713
['CC(C)C(=O)NC1=CC=C(C=C1)N(C(C(=O)NC(C)(C)C)C1=CN(C)C=C1)C(=O)CN1N=NC2=C1C=CC=C2'],1.5989999771118164,1.6049754619598389
['O=C1N(CC2=CC3=CC=CC=C3S2)C2=CC=CC=C2C1=O'],0.5419999957084656,0.5245232582092285
['NC1=CC=CC(SC2=CC=C(Cl)C=C2)=C1C#N'],0.7429999709129333,0.6953462362289429
