smi,True,Pred
['c1cc(-c2cccc3ccc4c5ccc6ccccc6c5ccc4c23)cc(N2c3ccccc3Cc3ccccc32)c1'],0.21678400039672852,0.21672184765338898
['c1ccc(-c2cc(-c3ccccc3)cc(-n3ccc4c3-c3[nH]ccc3C4)c2)cc1'],0.21100500226020813,0.21065346896648407
['c1ccc(-c2ncccc2-c2cccc3c2Oc2ccccc2N3)nc1'],0.22424599528312683,0.2281714826822281
['c1ccc2c(c1)Cc1cc(-n3c4ccccc4c4ccccc43)ccc1N2c1cnc2c3ccccc3c3ncccc3c2c1'],0.21865400671958923,0.22062532603740692
['c1ccc(N(c2ccccc2)c2cnc3[nH]c4cc(-c5cccc6nnccc56)ccc4c3c2)cc1'],0.20385299623012543,0.20552018284797668
['[O-]c1c2ccccc2c([O-])c2cc(-c3ccc4[nH+]c5ccccc5[s+]c4c3)ccc12'],0.1780019998550415,0.18550798296928406
['c1ccc(N2c3ccccc3Cc3c(-c4ccc5c6ccccc6c6nccnc6c5c4)cccc32)cc1'],0.21318399906158447,0.21649590134620667
['O=C1c2ccccc2Cc2cc3cccc(C4c5ccncc5N(c5ccccc5)c5cnccc54)c3cc21'],0.21464699506759644,0.2086535096168518
['c1ccc(N2c3ccccc3[C@H](c3ccc4c(c3)Sc3ccccc3C4)c3ccccc32)cc1'],0.25982600450515747,0.25547316670417786
['c1ccc(N(c2ccc(-c3ccc4nnccc4c3)cc2)c2cnc3[nH]c4ccccc4c3c2)cc1'],0.20539599657058716,0.2157914638519287
['c1cc2c(cn1)Cc1cnc(-c3cncc4c3Sc3ccncc3C4)cc1S2'],0.26565200090408325,0.2664116621017456
['c1ccc(N2c3ccccc3Cc3ccc(-c4ccc(B5c6ccccc6N(c6ccccc6)c6ccccc65)cc4)cc32)cc1'],0.21962100267410278,0.22164368629455566
['O=c1c2ccccc2oc2ccc(-c3cccc4[nH]c5ccc6[nH]c7ccccc7c6c5c34)cc12'],0.212336003780365,0.2115078866481781
['O=c1ccc2cc(-c3cc4[nH]c5ccccc5c4c4c3[nH]c3ccccc34)ccc2o1'],0.2072100043296814,0.21147292852401733
['S=C1c2ccccc2-c2c1cccc2-c1cc2ccc3ccc4c5ccccc5c5ccc6ccc1c1c2c3c4c5c61'],0.1794469952583313,0.19037193059921265
['c1ccc(-c2cc3c4c(c2)C[C@H](c2cccc5c2ccc2nc6ccccc6nc25)CN4CCC3)cc1'],0.1898840069770813,0.19770541787147522
['O=C(c1ccccc1)c1ccnc(-c2cccc3[nH]c4ccccc4c(=O)c23)c1'],0.23309999704360962,0.22522792220115662
['Cc1cc(C)c(B(c2ccccc2)c2c(C)cc(C)c(-c3cccc(-c4ccccn4)n3)c2C)c(C)c1'],0.25575798749923706,0.22499418258666992
['CB(C)c1cccc(-c2ccnc3c2Cc2cccnc2-3)c1'],0.2685529887676239,0.23598062992095947
